0 0.00  3.09 0.00  2.63 0.00  2.33 0.00  2.05 0.00  1.78 0.00  1.78 0.00  1.63 0.00  1.63 0.00  1.57 0.00  1.54  0.00  1.52 0.00  1.51 0.00  1.50 0.00  1.49 0.00  1.49 0.00  1.48 0.00  1.48 0.00  1.48 0.00  1.47 0.00  1.47
1 0.05  5.14 0.00  4.64 0.00  4.14 0.00  3.69 0.00  3.30 0.00  2.95 0.00  2.63 0.00  2.33 0.00  2.08 0.00  1.88 0.00  1.78 0.00  1.73 0.00  1.69 0.00  1.66 0.00  1.64 0.00  1.61 0.00  1.60 0.00  1.59 0.00  1.58 0.00  1.56
2 0.36  6.72 0.00  6.22 0.00  5.72 0.00  5.22 0.00  4.72 0.00  4.25 0.00  3.84 0.00  3.46 0.00  3.11 0.00  2.49 0.00  2.28 0.00  2.11 0.00  1.98 0.00  1.86 0.00  1.81 0.00  1.77 0.00  1.74 0.00  1.72 0.00  1.70 0.00  1.67
3 0.82  8.25 0.32  7.75 0.00  7.25 0.00  6.75 0.00  6.25 0.00  5.75 0.00  5.25 0.00  4.78 0.00  4.35 0.00  3.58 0.00  2.91 0.00  2.69 0.00  2.37 0.00  2.17 0.00  2.06 0.00  1.98 0.00  1.93 0.00  1.89 0.00  1.82 0.00  1.80
4 1.37  9.76 0.87  9.26 0.37  8.76 0.00  8.26 0.00  7.76 0.00  7.26 0.00  6.76 0.00  6.26 0.00  5.76 0.00  4.84 0.00  4.05 0.00  3.35 0.00  3.01 0.00  2.54 0.00  2.37 0.00  2.23 0.00  2.11 0.00  2.04 0.00  1.99 0.00  1.95
5 1.84 11.26 1.47 10.76 0.97 10.26 0.47  9.76 0.00  9.26 0.00  8.76 0.00  8.26 0.00  7.76 0.00  7.26 0.00  6.26 0.00  5.33 0.00  4.52 0.00  3.79 0.00  3.15 0.00  2.94 0.00  2.65 0.00  2.43 0.00  2.30 0.00  2.20 0.00  2.13
6 2.21 12.75 1.90 12.25 1.61 11.75 1.11 11.25 0.61 10.75 0.11 10.25 0.00  9.75 0.00  9.25 0.00  8.75 0.00  7.75 0.00  6.75 0.00  5.82 0.00  4.99 0.00  4.24 0.00  3.57 0.00  3.14 0.00  2.78 0.00  2.62 0.00  2.48 0.00  2.35
7 2.58 13.81 2.27 13.31 1.97 12.81 1.69 12.31 1.29 11.81 0.79 11.31 0.29 10.81 0.00 10.31 0.00  9.81 0.00  8.81 0.00  7.81 0.00  6.81 0.00  5.87 0.00  5.03 0.00  4.28 0.00  4.00 0.00  3.37 0.00  3.15 0.00  2.79 0.00  2.59
8 2.94 15.29 2.63 14.79 2.33 14.29 2.05 13.79 1.78 13.29 1.48 12.79 0.98 12.29 0.48 11.79 0.00 11.29 0.00 10.29 0.00  9.29 0.00  8.29 0.00  7.29 0.00  6.35 0.00  5.50 0.00  4.73 0.00  4.03 0.00  3.79 0.00  3.20 0.00  3.02
9 4.36 16.77 3.86 16.27 3.36 15.77 2.91 15.27 2.46 14.77 1.96 14.27 1.62 13.77 1.20 13.27 0.70 12.77 0.00 11.77 0.00 10.77 0.00  9.77 0.00  8.77 0.00  7.77 0.00  6.82 0.00  5.96 0.00  5.18 0.00  4.47 0.00  3.81 0.00  3.60
10 4.75 17.82 4.25 17.32 3.75 16.82 3.30 16.32 2.92 15.82 2.57 15.32 2.25 14.82 1.82 14.32 1.43 13.82 0.43 12.82 0.00 11.82 0.00 10.82 0.00  9.82 0.00  8.82 0.00  7.82 0.00  6.87 0.00  6.00 0.00  5.21 0.00  4.59 0.00  4.24
11 5.14 19.29 4.64 18.79 4.14 18.29 3.69 17.79 3.30 17.29 2.95 16.79 2.63 16.29 2.33 15.79 2.04 15.29 1.17 14.29 0.17 13.29 0.00 12.29 0.00 11.29 0.00 10.29 0.00  9.29 0.00  8.29 0.00  7.34 0.00  6.47 0.00  5.67 0.00  4.93
12 6.32 20.34 5.82 19.84 5.32 19.34 4.82 18.84 4.32 18.34 3.85 17.84 3.44 17.34 3.06 16.84 2.69 16.34 1.88 15.34 0.92 14.34 0.00 13.34 0.00 12.34 0.00 11.34 0.00 10.34 0.00  9.34 0.00  8.34 0.00  7.37 0.00  6.50 0.00  5.70
13 6.72 21.80 6.22 21.30 5.72 20.80 5.22 20.30 4.72 19.80 4.25 19.30 3.84 18.80 3.46 18.30 3.11 17.80 2.47 16.80 1.68 15.80 0.69 14.80 0.00 13.80 0.00 12.80 0.00 11.80 0.00 10.80 0.00  9.80 0.00  8.80 0.00  7.85 0.00  6.96
14 7.84 22.94 7.34 22.44 6.84 21.94 6.34 21.44 5.84 20.94 5.34 20.44 4.84 19.94 4.37 19.44 3.94 18.94 3.10 17.94 2.28 16.94 1.46 15.94 0.46 14.94 0.00 13.94 0.00 12.94 0.00 11.94 0.00 10.94 0.00  9.94 0.00  8.94 0.00  7.94
15 8.25 24.31 7.75 23.81 7.25 23.31 6.75 22.81 6.25 22.31 5.75 21.81 5.25 21.31 4.78 20.81 4.35 20.31 3.58 19.31 2.91 18.31 2.11 17.31 1.25 16.31 0.25 15.31 0.00 14.31 0.00 13.31 0.00 12.31 0.00 11.31 0.00 10.31 0.00  9.31
16 9.34 25.40 8.84 24.90 8.34 24.40 7.84 23.90 7.34 23.40 6.84 22.90 6.34 22.40 5.84 21.90 5.34 21.40 4.43 20.40 3.60 19.40 2.69 18.40 1.98 17.40 1.04 16.40 0.04 15.40 0.00 14.40 0.00 13.40 0.00 12.40 0.00 11.40 0.00 10.40
17 9.76 26.81 9.26 26.31 8.76 25.81 8.26 25.31 7.76 24.81 7.26 24.31 6.76 23.81 6.26 23.31 5.76 22.81 4.84 21.81 4.05 20.81 3.35 19.81 2.63 18.81 1.83 17.81 0.83 16.81 0.00 15.81 0.00 14.81 0.00 13.81 0.00 12.81 0.00 11.81
18 10.84 27.84 10.34 27.34 9.84 26.84 9.34 26.34 8.84 25.84 8.34 25.34 7.84 24.84 7.34 24.34 6.84 23.84 5.84 22.84 4.91 21.84 4.11 20.84 3.18 19.84 2.53 18.84 1.63 17.84 0.63 16.84 0.00 15.84 0.00 14.84 0.00 13.84 0.00 12.84
19 11.26 29.31 10.76 28.81 10.26 28.31 9.76 27.81 9.26 27.31 8.76 26.81 8.26 26.31 7.76 25.81 7.26 25.31 6.26 24.31 5.33 23.31 4.52 22.31 3.79 21.31 3.15 20.31 2.37 19.31 1.44 18.31 0.44 17.31 0.00 16.31 0.00 15.31 0.00 14.31
20 12.33 30.33 11.83 29.83 11.33 29.33 10.83 28.83 10.33 28.33 9.83 27.83 9.33 27.33 8.83 26.83 8.33 26.33 7.33 25.33 6.33 24.33 5.39 23.33 4.57 22.33 3.82 21.33 2.94 20.33 2.23 19.33 1.25 18.33 0.25 17.33 0.00 16.33 0.00 15.33
